Date,T-11,T-10,T-9,T-8,T-7,T-6,T-5,T-4,T-3,T-2,T-1,window_statistic_12_std,difference_13_12-1,difference_statistic_3_1_abs_energy,tzero,Target_Tplus1
1795-03-31,47.3,92.8,69.2,68.3,66.7,18.5,47.5,112.3,85.7,35.7,66.5,24.34518546973006,-42.3,3018.89,21.0,31.0
1795-04-30,92.8,69.2,68.3,66.7,18.5,47.5,112.3,85.7,35.7,66.5,21.0,27.160862109947015,-16.299999999999997,2170.25,31.0,51.7
1795-05-31,69.2,68.3,66.7,18.5,47.5,112.3,85.7,35.7,66.5,21.0,31.0,28.197754047677865,-41.099999999999994,528.4900000000001,51.7,28.5
1795-06-30,68.3,66.7,18.5,47.5,112.3,85.7,35.7,66.5,21.0,31.0,51.7,26.39564752631262,-40.7,966.7300000000002,28.5,21.5
1795-07-31,66.7,18.5,47.5,112.3,85.7,35.7,66.5,21.0,31.0,51.7,28.5,27.109310618719583,-46.8,587.2400000000001,21.5,42.8
1795-08-31,18.5,47.5,112.3,85.7,35.7,66.5,21.0,31.0,51.7,28.5,21.5,27.94986086230524,-23.900000000000006,502.6899999999999,42.8,22.5
1795-09-30,47.5,112.3,85.7,35.7,66.5,21.0,31.0,51.7,28.5,21.5,42.8,27.456494627359522,4.0,865.7799999999997,22.5,32.5
1795-10-31,112.3,85.7,35.7,66.5,21.0,31.0,51.7,28.5,21.5,42.8,22.5,27.13214959539083,-15.0,512.0899999999999,32.5,41.7
1795-11-30,85.7,35.7,66.5,21.0,31.0,51.7,28.5,21.5,42.8,22.5,32.5,27.43453191994838,-70.6,184.64000000000004,41.7,30.0
1795-12-31,35.7,66.5,21.0,31.0,51.7,28.5,21.5,42.8,22.5,32.5,41.7,18.787737948519034,-55.7,221.53000000000014,30.0,36.7
1796-01-31,66.5,21.0,31.0,51.7,28.5,21.5,42.8,22.5,32.5,41.7,30.0,12.906490615190483,1.0,181.78000000000011,36.7,39.7
1796-02-29,21.0,31.0,51.7,28.5,21.5,42.8,22.5,32.5,41.7,30.0,36.7,12.911063300733815,-26.799999999999997,53.890000000000036,39.7,26.2
1796-03-31,31.0,51.7,28.5,21.5,42.8,22.5,32.5,41.7,30.0,36.7,39.7,9.123778457050202,5.199999999999999,191.25000000000009,26.2,52.8
1796-04-30,51.7,28.5,21.5,42.8,22.5,32.5,41.7,30.0,36.7,39.7,26.2,8.63995884763862,21.799999999999997,889.81,52.8,35.0
1796-05-31,28.5,21.5,42.8,22.5,32.5,41.7,30.0,36.7,39.7,26.2,52.8,10.050912064749811,-16.700000000000003,1024.3999999999996,35.0,11.2
1796-06-30,21.5,42.8,22.5,32.5,41.7,30.0,36.7,39.7,26.2,52.8,35.0,8.796254726997294,-17.3,883.28,11.2,44.8
1796-07-31,42.8,22.5,32.5,41.7,30.0,36.7,39.7,26.2,52.8,35.0,11.2,10.79589685430946,23.299999999999997,1695.3999999999996,44.8,2.5
1796-08-31,22.5,32.5,41.7,30.0,36.7,39.7,26.2,52.8,35.0,11.2,44.8,10.698789521353442,-40.3,2918.249999999999,2.5,30.7
1796-09-30,32.5,41.7,30.0,36.7,39.7,26.2,52.8,35.0,11.2,44.8,2.5,13.558822466079667,8.2,2584.5299999999997,30.7,18.3
1796-10-31,41.7,30.0,36.7,39.7,26.2,52.8,35.0,11.2,44.8,2.5,30.7,13.302307652767956,-14.2,949.0,18.3,14.0
1796-11-30,30.0,36.7,39.7,26.2,52.8,35.0,11.2,44.8,2.5,30.7,18.3,13.825037673245838,-27.700000000000003,172.24999999999997,14.0,8.5
1796-12-31,36.7,39.7,26.2,52.8,35.0,11.2,44.8,2.5,30.7,18.3,14.0,14.121700696288514,-21.5,48.74000000000001,8.5,24.0
1797-01-31,39.7,26.2,52.8,35.0,11.2,44.8,2.5,30.7,18.3,14.0,8.5,15.143590503355975,-12.700000000000003,270.5,24.0,7.0
1797-02-28,26.2,52.8,35.0,11.2,44.8,2.5,30.7,18.3,14.0,8.5,24.0,14.848650799165409,-32.7,529.25,7.0,6.7
1797-03-31,52.8,35.0,11.2,44.8,2.5,30.7,18.3,14.0,8.5,24.0,7.0,15.018201919300754,-19.5,289.09,6.7,6.7
1797-04-30,35.0,11.2,44.8,2.5,30.7,18.3,14.0,8.5,24.0,7.0,6.7,15.618016217034596,-46.099999999999994,0.0899999999999999,6.7,12.2
1797-05-31,11.2,44.8,2.5,30.7,18.3,14.0,8.5,24.0,7.0,6.7,6.7,12.813111774012327,-22.8,30.24999999999999,12.2,18.5
1797-06-30,44.8,2.5,30.7,18.3,14.0,8.5,24.0,7.0,6.7,6.7,12.2,11.713062508726457,7.300000000000001,69.94,18.5,7.2
1797-07-31,2.5,30.7,18.3,14.0,8.5,24.0,7.0,6.7,6.7,12.2,18.5,11.660793164370174,-37.599999999999994,167.38000000000002,7.2,10.0
1797-08-31,30.7,18.3,14.0,8.5,24.0,7.0,6.7,6.7,12.2,18.5,7.2,8.030060709608614,7.5,135.53,10.0,9.5
1797-09-30,18.3,14.0,8.5,24.0,7.0,6.7,6.7,12.2,18.5,7.2,10.0,7.458049342824168,-21.2,8.09,9.5,11.5
1797-10-31,14.0,8.5,24.0,7.0,6.7,6.7,12.2,18.5,7.2,10.0,9.5,5.450815433390576,-6.800000000000001,4.25,11.5,9.7
1797-11-30,8.5,24.0,7.0,6.7,6.7,12.2,18.5,7.2,10.0,9.5,11.5,5.0962131910752015,-4.300000000000001,7.240000000000002,9.7,5.0
1797-12-31,24.0,7.0,6.7,6.7,12.2,18.5,7.2,10.0,9.5,11.5,9.7,5.045866019712462,-3.5,25.329999999999995,5.0,3.3
1798-01-31,7.0,6.7,6.7,12.2,18.5,7.2,10.0,9.5,11.5,9.7,5.0,5.275467330536277,-20.7,24.979999999999993,3.3,6.7
1798-02-28,6.7,6.7,12.2,18.5,7.2,10.0,9.5,11.5,9.7,5.0,3.3,3.816075281693949,-0.2999999999999998,14.450000000000003,6.7,20.7
1798-03-31,6.7,12.2,18.5,7.2,10.0,9.5,11.5,9.7,5.0,3.3,6.7,3.829672164675312,14.0,207.56,20.7,1.8
1798-04-30,12.2,18.5,7.2,10.0,9.5,11.5,9.7,5.0,3.3,6.7,20.7,4.9463510680994816,-4.9,553.2099999999999,1.8,0.0
1798-05-31,18.5,7.2,10.0,9.5,11.5,9.7,5.0,3.3,6.7,20.7,1.8,5.39106127461622,-12.2,360.44999999999993,0.0,0.0
1798-06-30,7.2,10.0,9.5,11.5,9.7,5.0,3.3,6.7,20.7,1.8,0.0,5.941304336778433,-18.5,3.24,0.0,0.0
1798-07-31,10.0,9.5,11.5,9.7,5.0,3.3,6.7,20.7,1.8,0.0,0.0,5.576563059408147,-7.2,0.0,0.0,5.0
1798-08-31,9.5,11.5,9.7,5.0,3.3,6.7,20.7,1.8,0.0,0.0,0.0,5.912533767815247,-5.0,25.0,5.0,4.0
1798-09-30,11.5,9.7,5.0,3.3,6.7,20.7,1.8,0.0,0.0,0.0,5.0,5.8279498968333625,-5.5,26.0,4.0,2.5
1798-10-31,9.7,5.0,3.3,6.7,20.7,1.8,0.0,0.0,0.0,5.0,4.0,5.758393632101076,-9.0,3.25,2.5,20.8
1798-11-30,5.0,3.3,6.7,20.7,1.8,0.0,0.0,0.0,5.0,4.0,2.5,5.528028330446781,11.100000000000001,337.14000000000004,20.8,16.5
1798-12-31,3.3,6.7,20.7,1.8,0.0,0.0,0.0,5.0,4.0,2.5,20.8,6.990449834516294,11.5,353.38000000000005,16.5,2.7
1799-01-31,6.7,20.7,1.8,0.0,0.0,0.0,5.0,4.0,2.5,20.8,16.5,7.576512500264662,-0.5999999999999996,208.93000000000004,2.7,21.0
1799-02-28,20.7,1.8,0.0,0.0,0.0,5.0,4.0,2.5,20.8,16.5,2.7,7.601219748610526,14.3,525.33,21.0,36.2
1799-03-31,1.8,0.0,0.0,0.0,5.0,4.0,2.5,20.8,16.5,2.7,21.0,8.56386140839646,15.500000000000004,565.9300000000001,36.2,14.0
1799-04-30,0.0,0.0,0.0,5.0,4.0,2.5,20.8,16.5,2.7,21.0,36.2,11.167621227857296,12.2,723.8800000000002,14.0,13.7
1799-05-31,0.0,0.0,5.0,4.0,2.5,20.8,16.5,2.7,21.0,36.2,14.0,11.000994273246397,13.7,492.9300000000001,13.7,17.7
1799-06-30,0.0,5.0,4.0,2.5,20.8,16.5,2.7,21.0,36.2,14.0,13.7,10.583582674228149,17.7,16.09,17.7,3.5
1799-07-31,5.0,4.0,2.5,20.8,16.5,2.7,21.0,36.2,14.0,13.7,17.7,10.119902694964788,3.5,217.64,3.5,0.0
1799-08-31,4.0,2.5,20.8,16.5,2.7,21.0,36.2,14.0,13.7,17.7,3.5,9.79067016205848,-5.0,213.89,0.0,0.0
1799-09-30,2.5,20.8,16.5,2.7,21.0,36.2,14.0,13.7,17.7,3.5,0.0,10.224711351535662,-4.0,12.25,0.0,7.7
1799-10-31,20.8,16.5,2.7,21.0,36.2,14.0,13.7,17.7,3.5,0.0,0.0,10.563051432022641,5.2,59.290000000000006,7.7,4.5
1799-11-30,16.5,2.7,21.0,36.2,14.0,13.7,17.7,3.5,0.0,0.0,7.7,10.25075877950289,-16.3,69.53,4.5,14.3
1799-12-31,2.7,21.0,36.2,14.0,13.7,17.7,3.5,0.0,0.0,7.7,4.5,10.182620678827671,-2.1999999999999993,106.28000000000003,14.3,11.5
1800-01-31,21.0,36.2,14.0,13.7,17.7,3.5,0.0,0.0,7.7,4.5,14.3,10.109741589180212,8.8,103.88000000000002,11.5,15.5
1800-02-28,36.2,14.0,13.7,17.7,3.5,0.0,0.0,7.7,4.5,14.3,11.5,9.774751346652707,-5.5,23.840000000000003,15.5,23.2
1800-03-31,14.0,13.7,17.7,3.5,0.0,0.0,7.7,4.5,14.3,11.5,15.5,9.466475937045773,-13.000000000000004,75.28999999999999,23.2,0.0
1800-04-30,13.7,17.7,3.5,0.0,0.0,7.7,4.5,14.3,11.5,15.5,23.2,7.0082491076984095,-14.0,597.53,0.0,8.3
1800-05-31,17.7,3.5,0.0,0.0,7.7,4.5,14.3,11.5,15.5,23.2,0.0,7.47283971013251,-5.399999999999999,607.13,8.3,39.5
1800-06-30,3.5,0.0,0.0,7.7,4.5,14.3,11.5,15.5,23.2,0.0,8.3,7.356006615911471,21.8,1042.33,39.5,35.0
1800-07-31,0.0,0.0,7.7,4.5,14.3,11.5,15.5,23.2,0.0,8.3,39.5,11.071083455962606,31.5,993.6899999999999,35.0,32.5
1800-08-31,0.0,7.7,4.5,14.3,11.5,15.5,23.2,0.0,8.3,39.5,35.0,12.678358091207587,32.5,26.5,32.5,19.2
1800-09-30,7.7,4.5,14.3,11.5,15.5,23.2,0.0,8.3,39.5,35.0,32.5,13.016527954873373,19.2,183.14000000000001,19.2,20.5
1800-10-31,4.5,14.3,11.5,15.5,23.2,0.0,8.3,39.5,35.0,32.5,19.2,12.099173525493383,12.8,178.58,20.5,17.5
1800-11-30,14.3,11.5,15.5,23.2,0.0,8.3,39.5,35.0,32.5,19.2,20.5,11.738209214167021,13.0,10.690000000000001,17.5,66.8
1800-12-31,11.5,15.5,23.2,0.0,8.3,39.5,35.0,32.5,19.2,20.5,17.5,10.954489186326002,52.5,2439.49,66.8,45.0
1801-01-31,15.5,23.2,0.0,8.3,39.5,35.0,32.5,19.2,20.5,17.5,66.8,16.81844845202236,33.5,2905.7299999999996,45.0,48.3
1801-02-28,23.2,0.0,8.3,39.5,35.0,32.5,19.2,20.5,17.5,66.8,45.0,17.265516370950376,32.8,486.1299999999999,48.3,50.0
1801-03-31,0.0,8.3,39.5,35.0,32.5,19.2,20.5,17.5,66.8,45.0,48.3,17.828885738224546,26.8,13.77999999999999,50.0,51.7
1801-04-30,8.3,39.5,35.0,32.5,19.2,20.5,17.5,66.8,45.0,48.3,50.0,18.54520752707346,51.7,5.780000000000019,51.7,53.3
1801-05-31,39.5,35.0,32.5,19.2,20.5,17.5,66.8,45.0,48.3,50.0,51.7,16.534078864239426,45.0,5.449999999999991,53.3,52.0
1801-06-30,35.0,32.5,19.2,20.5,17.5,66.8,45.0,48.3,50.0,51.7,53.3,14.794450442273579,12.5,4.249999999999974,52.0,58.3
1801-07-31,32.5,19.2,20.5,17.5,66.8,45.0,48.3,50.0,51.7,53.3,52.0,15.16216966297663,23.299999999999997,41.37999999999995,58.3,64.5
1801-08-31,19.2,20.5,17.5,66.8,45.0,48.3,50.0,51.7,53.3,52.0,58.3,15.752043518223278,32.0,78.13,64.5,55.8
1801-09-30,20.5,17.5,66.8,45.0,48.3,50.0,51.7,53.3,52.0,58.3,64.5,16.454455239302884,36.599999999999994,114.13000000000008,55.8,54.3
1801-10-31,17.5,66.8,45.0,48.3,50.0,51.7,53.3,52.0,58.3,64.5,55.8,14.56322184667787,33.8,77.94000000000005,54.3,66.3
1801-11-30,66.8,45.0,48.3,50.0,51.7,53.3,52.0,58.3,64.5,55.8,54.3,11.867003155341658,48.8,146.25,66.3,80.3
1801-12-31,45.0,48.3,50.0,51.7,53.3,52.0,58.3,64.5,55.8,54.3,66.3,6.822527024497594,13.5,340.0,80.3,79.7
1802-01-31,48.3,50.0,51.7,53.3,52.0,58.3,64.5,55.8,54.3,66.3,80.3,9.264852940009355,34.7,196.35999999999999,79.7,78.3
1802-02-28,50.0,51.7,53.3,52.0,58.3,64.5,55.8,54.3,66.3,80.3,79.7,10.509080068630599,30.0,2.320000000000009,78.3,68.0
1802-03-31,51.7,53.3,52.0,58.3,64.5,55.8,54.3,66.3,80.3,79.7,78.3,11.089744386393924,18.0,108.04999999999997,68.0,70.0
1802-04-30,53.3,52.0,58.3,64.5,55.8,54.3,66.3,80.3,79.7,78.3,68.0,10.564441800471785,18.299999999999997,110.08999999999995,70.0,73.3
1802-05-31,52.0,58.3,64.5,55.8,54.3,66.3,80.3,79.7,78.3,68.0,70.0,10.053468168857066,20.0,14.889999999999981,73.3,76.7
1802-06-30,58.3,64.5,55.8,54.3,66.3,80.3,79.7,78.3,68.0,70.0,73.3,9.612780844040685,24.700000000000003,22.450000000000017,76.7,80.0
1802-07-31,64.5,55.8,54.3,66.3,80.3,79.7,78.3,68.0,70.0,73.3,76.7,8.85197325772935,21.700000000000003,22.450000000000017,80.0,83.3
1802-08-31,55.8,54.3,66.3,80.3,79.7,78.3,68.0,70.0,73.3,76.7,80.0,8.739755908109412,18.799999999999997,21.779999999999962,83.3,86.3
1802-09-30,54.3,66.3,80.3,79.7,78.3,68.0,70.0,73.3,76.7,80.0,83.3,9.17980876101942,30.5,19.88999999999998,86.3,64.2
1802-10-31,66.3,80.3,79.7,78.3,68.0,70.0,73.3,76.7,80.0,83.3,86.3,8.493081334566128,9.900000000000006,497.40999999999974,64.2,57.5
1802-11-30,80.3,79.7,78.3,68.0,70.0,73.3,76.7,80.0,83.3,86.3,64.2,6.778315097098655,-8.799999999999997,533.2999999999997,57.5,83.3
1802-12-31,79.7,78.3,68.0,70.0,73.3,76.7,80.0,83.3,86.3,64.2,57.5,8.087232736439166,3.0,710.5299999999999,83.3,83.3
1803-01-31,78.3,68.0,70.0,73.3,76.7,80.0,83.3,86.3,64.2,57.5,83.3,8.29703762395551,3.5999999999999943,665.6399999999999,83.3,84.7
1803-02-28,68.0,70.0,73.3,76.7,80.0,83.3,86.3,64.2,57.5,83.3,83.3,8.52178580658616,6.400000000000006,1.960000000000016,84.7,49.2
1803-03-31,70.0,73.3,76.7,80.0,83.3,86.3,64.2,57.5,83.3,83.3,84.7,8.882363924591745,-18.799999999999997,1262.21,49.2,41.7
1803-04-30,73.3,76.7,80.0,83.3,86.3,64.2,57.5,83.3,83.3,84.7,49.2,11.427877707119938,-28.299999999999997,1316.5,41.7,73.8
1803-05-31,76.7,80.0,83.3,86.3,64.2,57.5,83.3,83.3,84.7,49.2,41.7,14.564881183479969,0.5,1086.6599999999996,73.8,60.0
1803-06-30,80.0,83.3,86.3,64.2,57.5,83.3,83.3,84.7,49.2,41.7,73.8,14.56937427162425,-16.700000000000003,1220.8499999999995,60.0,80.5
1803-07-31,83.3,86.3,64.2,57.5,83.3,83.3,84.7,49.2,41.7,73.8,60.0,14.848875284755483,0.5,610.6899999999999,80.5,56.8
1803-08-31,86.3,64.2,57.5,83.3,83.3,84.7,49.2,41.7,73.8,60.0,80.5,14.875847314803057,-26.5,981.9400000000002,56.8,75.5
1803-09-30,64.2,57.5,83.3,83.3,84.7,49.2,41.7,73.8,60.0,80.5,56.8,14.800814072956332,-10.799999999999997,911.3800000000003,75.5,90.5
1803-10-31,57.5,83.3,83.3,84.7,49.2,41.7,73.8,60.0,80.5,56.8,75.5,13.993894998256282,26.299999999999997,574.69,90.5,85.0
1803-11-30,83.3,83.3,84.7,49.2,41.7,73.8,60.0,80.5,56.8,75.5,90.5,15.297675930967058,27.5,255.25,85.0,80.0
1803-12-31,83.3,84.7,49.2,41.7,73.8,60.0,80.5,56.8,75.5,90.5,85.0,15.353128074326307,-3.299999999999997,55.25,80.0,75.5
1804-01-31,84.7,49.2,41.7,73.8,60.0,80.5,56.8,75.5,90.5,85.0,80.0,15.177258206496543,-7.799999999999997,45.25,75.5,80.5
1804-02-29,49.2,41.7,73.8,60.0,80.5,56.8,75.5,90.5,85.0,80.0,75.5,14.831778944774854,-4.200000000000003,45.25,80.5,80.0
1804-03-31,41.7,73.8,60.0,80.5,56.8,75.5,90.5,85.0,80.0,75.5,80.5,14.553665059587797,30.799999999999997,25.25,80.0,84.3
1804-04-30,73.8,60.0,80.5,56.8,75.5,90.5,85.0,80.0,75.5,80.5,80.0,13.17768526293176,42.599999999999994,18.739999999999977,84.3,55.7
1804-05-31,60.0,80.5,56.8,75.5,90.5,85.0,80.0,75.5,80.5,80.0,84.3,9.37019506496826,-18.099999999999994,836.4499999999997,55.7,58.0
1804-06-30,80.5,56.8,75.5,90.5,85.0,80.0,75.5,80.5,80.0,84.3,55.7,11.048865577766593,-2.0,823.2499999999997,58.0,49.7
1804-07-31,56.8,75.5,90.5,85.0,80.0,75.5,80.5,80.0,84.3,55.7,58.0,11.2916974169323,-30.799999999999997,74.17999999999995,49.7,71.8
1804-08-31,75.5,90.5,85.0,80.0,75.5,80.5,80.0,84.3,55.7,58.0,49.7,13.14224264220786,15.0,557.2999999999997,71.8,88.3
1804-09-30,90.5,85.0,80.0,75.5,80.5,80.0,84.3,55.7,58.0,49.7,71.8,12.261465722607008,12.799999999999997,760.6599999999997,88.3,103.8
1804-10-31,85.0,80.0,75.5,80.5,80.0,84.3,55.7,58.0,49.7,71.8,88.3,12.896734621170152,13.299999999999997,512.5,103.8,101.7
1804-11-30,80.0,75.5,80.5,80.0,84.3,55.7,58.0,49.7,71.8,88.3,103.8,14.639871356447545,16.700000000000003,244.65999999999997,101.7,100.0
1804-12-31,75.5,80.5,80.0,84.3,55.7,58.0,49.7,71.8,88.3,103.8,101.7,16.141275163037427,20.0,7.299999999999986,100.0,101.7
1805-01-31,80.5,80.0,84.3,55.7,58.0,49.7,71.8,88.3,103.8,101.7,100.0,17.309653295841088,26.200000000000003,5.780000000000019,101.7,73.5
1805-02-28,80.0,84.3,55.7,58.0,49.7,71.8,88.3,103.8,101.7,100.0,101.7,18.338595835620083,-7.0,798.1300000000001,73.5,85.7
1805-03-31,84.3,55.7,58.0,49.7,71.8,88.3,103.8,101.7,100.0,101.7,73.5,18.465393683560848,5.700000000000003,944.0800000000002,85.7,62.5
1805-04-30,55.7,58.0,49.7,71.8,88.3,103.8,101.7,100.0,101.7,73.5,85.7,18.514311281336454,-21.799999999999997,687.0800000000002,62.5,65.0
1805-05-31,58.0,49.7,71.8,88.3,103.8,101.7,100.0,101.7,73.5,85.7,62.5,19.17704067078361,9.299999999999997,544.4900000000001,65.0,67.5
1805-06-30,49.7,71.8,88.3,103.8,101.7,100.0,101.7,73.5,85.7,62.5,65.0,18.376137530927316,9.5,12.5,67.5,62.7
1805-07-31,71.8,88.3,103.8,101.7,100.0,101.7,73.5,85.7,62.5,65.0,67.5,17.59314891907895,13.0,29.289999999999974,62.7,71.2
1805-08-31,88.3,103.8,101.7,100.0,101.7,73.5,85.7,62.5,65.0,67.5,62.7,15.961089840261186,-0.5999999999999943,95.28999999999998,71.2,74.0
1805-09-30,103.8,101.7,100.0,101.7,73.5,85.7,62.5,65.0,67.5,62.7,71.2,15.993922456844524,-14.299999999999997,80.08999999999999,74.0,49.0
1805-10-31,101.7,100.0,101.7,73.5,85.7,62.5,65.0,67.5,62.7,71.2,74.0,16.01036773468992,-54.8,632.84,49.0,68.3
1805-11-30,100.0,101.7,73.5,85.7,62.5,65.0,67.5,62.7,71.2,74.0,49.0,16.59625752658981,-33.400000000000006,997.4899999999999,68.3,63.8
1805-12-31,101.7,73.5,85.7,62.5,65.0,67.5,62.7,71.2,74.0,49.0,68.3,14.790150157002014,-36.2,392.7399999999999,63.8,65.0
1806-01-31,73.5,85.7,62.5,65.0,67.5,62.7,71.2,74.0,49.0,68.3,63.8,12.590304360454871,-36.7,21.69000000000001,65.0,49.3
1806-02-28,85.7,62.5,65.0,67.5,62.7,71.2,74.0,49.0,68.3,63.8,65.0,8.366749667582987,-24.200000000000003,247.9300000000001,49.3,54.5
1806-03-31,62.5,65.0,67.5,62.7,71.2,74.0,49.0,68.3,63.8,65.0,49.3,9.483347978899062,-31.200000000000003,273.53000000000014,54.5,46.2
1806-04-30,65.0,67.5,62.7,71.2,74.0,49.0,68.3,63.8,65.0,49.3,54.5,7.641153199761292,-16.299999999999997,95.92999999999999,46.2,44.0
1806-05-31,67.5,62.7,71.2,74.0,49.0,68.3,63.8,65.0,49.3,54.5,46.2,8.906002189534876,-21.0,73.72999999999998,44.0,42.7
1806-06-30,62.7,71.2,74.0,49.0,68.3,63.8,65.0,49.3,54.5,46.2,44.0,10.01583121862584,-24.799999999999997,6.530000000000005,42.7,50.0
1806-07-31,71.2,74.0,49.0,68.3,63.8,65.0,49.3,54.5,46.2,44.0,42.7,10.712100504673312,-12.700000000000003,54.97999999999995,50.0,43.8
1806-08-31,74.0,49.0,68.3,63.8,65.0,49.3,54.5,46.2,44.0,42.7,50.0,10.77899191328515,-27.400000000000006,91.72999999999999,43.8,40.0
1806-09-30,49.0,68.3,63.8,65.0,49.3,54.5,46.2,44.0,42.7,50.0,43.8,10.315347250039084,-34.0,52.88000000000001,40.0,45.0
1806-10-31,68.3,63.8,65.0,49.3,54.5,46.2,44.0,42.7,50.0,43.8,40.0,9.08880569100742,-4.0,39.439999999999976,45.0,41.7
1806-11-30,63.8,65.0,49.3,54.5,46.2,44.0,42.7,50.0,43.8,40.0,45.0,9.242158838712953,-26.599999999999994,35.88999999999998,41.7,40.0
1806-12-31,65.0,49.3,54.5,46.2,44.0,42.7,50.0,43.8,40.0,45.0,41.7,7.9367639641243075,-23.799999999999997,13.77999999999999,40.0,20.0
1807-01-31,49.3,54.5,46.2,44.0,42.7,50.0,43.8,40.0,45.0,41.7,40.0,6.847931561184492,-45.0,402.89,20.0,20.3
1807-02-28,54.5,46.2,44.0,42.7,50.0,43.8,40.0,45.0,41.7,40.0,20.0,8.090529442914516,-28.999999999999996,400.09,20.3,16.0
1807-03-31,46.2,44.0,42.7,50.0,43.8,40.0,45.0,41.7,40.0,20.0,20.3,9.986643858451925,-38.5,18.580000000000005,16.0,39.7
1807-04-30,44.0,42.7,50.0,43.8,40.0,45.0,41.7,40.0,20.0,20.3,16.0,11.149149818110198,-6.5,580.1800000000002,39.7,16.7
1807-05-31,42.7,50.0,43.8,40.0,45.0,41.7,40.0,20.0,20.3,16.0,39.7,10.866411039938113,-27.3,1090.6900000000003,16.7,20.0
1807-06-30,50.0,43.8,40.0,45.0,41.7,40.0,20.0,20.3,16.0,39.7,16.7,11.952298128625957,-22.700000000000003,539.8900000000001,20.0,21.2
1807-07-31,43.8,40.0,45.0,41.7,40.0,20.0,20.3,16.0,39.7,16.7,20.0,12.3205338989654,-28.8,12.330000000000002,21.2,20.0
1807-08-31,40.0,45.0,41.7,40.0,20.0,20.3,16.0,39.7,16.7,20.0,21.2,11.508064804977229,-23.799999999999997,2.879999999999997,20.0,9.5
1807-09-30,45.0,41.7,40.0,20.0,20.3,16.0,39.7,16.7,20.0,21.2,20.0,11.06434463591144,-30.5,111.69,9.5,13.3
1807-10-31,41.7,40.0,20.0,20.3,16.0,39.7,16.7,20.0,21.2,20.0,9.5,11.59435626596933,-31.7,124.69,13.3,4.3
1807-11-30,40.0,20.0,20.3,16.0,39.7,16.7,20.0,21.2,20.0,9.5,13.3,10.48673765604283,-37.400000000000006,95.44,4.3,0.0
1807-12-31,20.0,20.3,16.0,39.7,16.7,20.0,21.2,20.0,9.5,13.3,4.3,10.074955197032999,-40.0,99.49,0.0,0.0
1808-01-31,20.3,16.0,39.7,16.7,20.0,21.2,20.0,9.5,13.3,4.3,0.0,9.536727251351309,-20.0,18.49,0.0,7.5
1808-02-29,16.0,39.7,16.7,20.0,21.2,20.0,9.5,13.3,4.3,0.0,0.0,10.520047000317485,-12.8,56.25,7.5,0.0
1808-03-31,39.7,16.7,20.0,21.2,20.0,9.5,13.3,4.3,0.0,0.0,7.5,10.585747756089578,-16.0,112.5,0.0,20.5
1808-04-30,16.7,20.0,21.2,20.0,9.5,13.3,4.3,0.0,0.0,7.5,0.0,11.239427130517917,-19.200000000000003,476.5,20.5,22.5
1808-05-31,20.0,21.2,20.0,9.5,13.3,4.3,0.0,0.0,7.5,0.0,20.5,8.24811426259899,5.800000000000001,424.25,22.5,22.5
1808-06-30,21.2,20.0,9.5,13.3,4.3,0.0,0.0,7.5,0.0,20.5,22.5,8.71955019227228,2.5,4.0,22.5,11.2
1808-07-31,20.0,9.5,13.3,4.3,0.0,0.0,7.5,0.0,20.5,22.5,22.5,8.945494676092542,-10.0,127.69000000000001,11.2,13.3
1808-08-31,9.5,13.3,4.3,0.0,0.0,7.5,0.0,20.5,22.5,22.5,11.2,8.482477854704696,-6.699999999999999,132.10000000000002,13.3,19.5
1808-09-30,13.3,4.3,0.0,0.0,7.5,0.0,20.5,22.5,22.5,11.2,13.3,8.078761593764783,10.0,42.849999999999994,19.5,7.8
1808-10-31,4.3,0.0,0.0,7.5,0.0,20.5,22.5,22.5,11.2,13.3,19.5,8.45180782765176,-5.500000000000001,175.32999999999998,7.8,17.5
1808-11-30,0.0,0.0,7.5,0.0,20.5,22.5,22.5,11.2,13.3,19.5,7.8,8.475499821380579,13.2,230.97999999999996,17.5,20.5
1808-12-31,0.0,7.5,0.0,20.5,22.5,22.5,11.2,13.3,19.5,7.8,17.5,8.422337198716807,20.5,103.08999999999999,20.5,12.0
1809-01-31,7.5,0.0,20.5,22.5,22.5,11.2,13.3,19.5,7.8,17.5,20.5,7.907099482251519,12.0,81.25,12.0,15.3
1809-02-28,0.0,20.5,22.5,22.5,11.2,13.3,19.5,7.8,17.5,20.5,12.0,6.810938913900849,7.800000000000001,83.14,15.3,1.5
1809-03-31,20.5,22.5,22.5,11.2,13.3,19.5,7.8,17.5,20.5,12.0,15.3,6.469136126425399,1.5,201.33000000000004,1.5,4.2
1809-04-30,22.5,22.5,11.2,13.3,19.5,7.8,17.5,20.5,12.0,15.3,1.5,6.182024794155678,-16.3,197.73000000000002,4.2,3.3
1809-05-31,22.5,11.2,13.3,19.5,7.8,17.5,20.5,12.0,15.3,1.5,4.2,6.670811211705981,-19.2,8.100000000000001,3.3,12.8
1809-06-30,11.2,13.3,19.5,7.8,17.5,20.5,12.0,15.3,1.5,4.2,3.3,6.738426291715959,-9.7,91.06,12.8,0.5
1809-07-31,13.3,19.5,7.8,17.5,20.5,12.0,15.3,1.5,4.2,3.3,12.8,6.019845651398935,-10.7,241.54000000000002,0.5,0.3
