Date,T-48,T-47,T-46,T-45,T-44,T-43,T-42,T-41,T-40,T-39,T-38,T-37,T-36,T-35,T-34,T-33,T-32,T-31,T-30,T-29,T-28,T-27,T-26,T-25,T-24,T-23,T-22,T-21,T-20,T-19,T-18,T-17,T-16,T-15,T-14,T-13,T-12,T-11,T-10,T-9,T-8,T-7,T-6,T-5,T-4,T-3,T-2,T-1,window_statistic_12_std,difference_13_12-1,difference_statistic_3_1_abs_energy,tzero,Target_Tplus2
1953-04-01,7.8017,7.6467,7.6984,7.8017,7.9825,8.06,8.0084,8.215,8.68,9.0934,8.8867,8.9384,8.835,8.8092,8.8867,8.9125,9.1192,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,0.552686204607903,1.1366999999999994,0.012012500000000176,12.0642,12.0642
1953-05-01,7.6467,7.6984,7.8017,7.9825,8.06,8.0084,8.215,8.68,9.0934,8.8867,8.9384,8.835,8.8092,8.8867,8.9125,9.1192,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,0.5415004906635715,1.1883,0.03003124999999989,11.9092,12.245
1953-06-01,7.6984,7.8017,7.9825,8.06,8.0084,8.215,8.68,9.0934,8.8867,8.9384,8.835,8.8092,8.8867,8.9125,9.1192,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,0.47479931806033104,1.2657999999999987,0.04804999999999961,12.0642,12.4259
1953-07-01,7.8017,7.9825,8.06,8.0084,8.215,8.68,9.0934,8.8867,8.9384,8.835,8.8092,8.8867,8.9125,9.1192,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,0.3951930564610163,1.2657999999999987,0.05671363999999967,12.245,12.4259
1953-08-01,7.9825,8.06,8.0084,8.215,8.68,9.0934,8.8867,8.9384,8.835,8.8092,8.8867,8.9125,9.1192,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,0.32064001221082133,1.0850000000000009,0.06541345000000029,12.4259,12.3225
1953-09-01,8.06,8.0084,8.215,8.68,9.0934,8.8867,8.9384,8.835,8.8092,8.8867,8.9125,9.1192,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,0.29734268144404274,0.878400000000001,0.03272481000000042,12.4259,12.245
1953-10-01,8.0084,8.215,8.68,9.0934,8.8867,8.9384,8.835,8.8092,8.8867,8.9125,9.1192,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,0.2826714881418596,0.8008000000000006,0.010691560000000124,12.3225,12.6584
1953-11-01,8.215,8.68,9.0934,8.8867,8.9384,8.835,8.8092,8.8867,8.9125,9.1192,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,0.2327772664241269,0.6199999999999992,0.016697810000000212,12.245,13.3559
1953-12-01,8.68,9.0934,8.8867,8.9384,8.835,8.8092,8.8867,8.9125,9.1192,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,0.17172492599600503,0.620000000000001,0.176905810000001,12.6584,12.9942
1954-01-01,9.0934,8.8867,8.9384,8.835,8.8092,8.8867,8.9125,9.1192,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,0.2053600637024857,0.9041999999999994,0.6574058100000006,13.3559,12.9425
1954-02-01,8.8867,8.9384,8.835,8.8092,8.8867,8.9125,9.1192,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,0.3671484701006152,0.9299999999999997,0.6173331400000003,12.9942,12.7875
1954-03-01,8.9384,8.835,8.8092,8.8867,8.9125,9.1192,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,0.4001965651575347,0.8008000000000006,0.13349978000000043,12.9425,12.5292
1954-04-01,8.835,8.8092,8.8867,8.9125,9.1192,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,0.4172410556760526,0.7233,0.0266978900000002,12.7875,12.7359
1954-05-01,8.8092,8.8867,8.9125,9.1192,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,0.4062082583683728,0.6199999999999992,0.09074389000000045,12.5292,13.0717
1954-06-01,8.8867,8.9125,9.1192,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,0.3606663343344127,0.6717000000000013,0.10944378000000068,12.7359,13.4076
1954-07-01,8.9125,9.1192,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,0.3262880410984887,0.8267000000000007,0.1554865299999999,13.0717,13.4592
1954-08-01,9.1192,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,0.32308679905285864,0.9817,0.22559044999999966,13.4076,13.3559
1954-09-01,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,0.36313433340462636,1.0332999999999988,0.11549137000000023,13.4592,13.4076
1954-10-01,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,0.38829969310658324,1.0334000000000003,0.013333449999999678,13.3559,14.0792
1954-11-01,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,0.3702118736465498,1.1626000000000012,0.013343779999999836,13.4076,14.4925
1954-12-01,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,0.3184218297583673,1.4207999999999998,0.4537194499999997,14.0792,14.4409
1955-01-01,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,0.4009761859096706,1.1365999999999996,0.6218634499999993,14.4925,14.4409
1955-02-01,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,0.5415878088751833,1.4466999999999999,0.1734794499999997,14.4409,14.2859
1955-03-01,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,0.6214761997655258,1.4983999999999984,0.002662560000000055,14.4409,14.0017
1955-04-01,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,0.6673585536255768,1.4984000000000002,0.024024999999999803,14.2859,14.1309
1955-05-01,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,0.6592497066847194,1.4725000000000001,0.10479463999999994,14.0017,14.4925
1955-06-01,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,0.5719178843058578,1.3949999999999996,0.09746228000000035,14.1309,15.2159
1955-07-01,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,0.4863109898911279,1.4207999999999998,0.1474471999999997,14.4925,15.3192
1955-08-01,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,0.4461175094324611,1.8082999999999991,0.6540621199999992,15.2159,15.035
1955-09-01,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,0.5199997186831503,1.8600000000000012,0.53397845,15.3192,15.1125
1955-10-01,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,0.566080050962072,1.6791,0.0914405300000003,15.035,15.8876
1955-11-01,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,0.5197477815141579,1.7049000000000003,0.08677589000000022,15.1125,16.4559
1955-12-01,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,15.1125,0.4442373398277348,1.8084000000000007,0.6067862600000002,15.8876,16.2492
1956-01-01,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,15.1125,15.8876,0.5422484877162461,1.9634,0.9237448999999989,16.4559,16.0942
1956-02-01,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,15.1125,15.8876,16.4559,0.7128715336872885,1.8082999999999991,0.36568977999999935,16.2492,15.8876
1956-03-01,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,15.1125,15.8876,16.4559,16.2492,0.7868505696057472,1.6533000000000015,0.06674988999999984,16.0942,15.7326
1956-04-01,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,15.1125,15.8876,16.4559,16.2492,16.0942,0.8120795470665967,1.601700000000001,0.06670855999999921,15.8876,15.8359
1956-05-01,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,15.1125,15.8876,16.4559,16.2492,16.0942,15.8876,0.7836350583799975,1.7309,0.0667085600000003,15.7326,16.0684
1956-06-01,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,15.1125,15.8876,16.4559,16.2492,16.0942,15.8876,15.7326,0.6794292230226943,1.705,0.03469589000000052,15.8359,16.4559
1956-07-01,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,15.1125,15.8876,16.4559,16.2492,16.0942,15.8876,15.7326,15.8359,0.5511786483805006,1.5759000000000007,0.06472714000000014,16.0684,16.3526
1956-08-01,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,15.1125,15.8876,16.4559,16.2492,16.0942,15.8876,15.7326,15.8359,16.0684,0.4472548776207537,1.2400000000000002,0.2042124999999994,16.4559,16.0684
1956-09-01,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,15.1125,15.8876,16.4559,16.2492,16.0942,15.8876,15.7326,15.8359,16.0684,16.4559,0.45709667467615617,1.0333999999999985,0.16082713999999962,16.3526,16.0684
1956-10-01,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,15.1125,15.8876,16.4559,16.2492,16.0942,15.8876,15.7326,15.8359,16.0684,16.4559,16.3526,0.4472584074733031,1.0334000000000003,0.09144052999999928,16.0684,16.7917
1956-11-01,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,15.1125,15.8876,16.4559,16.2492,16.0942,15.8876,15.7326,15.8359,16.0684,16.4559,16.3526,16.0684,0.35687802148944664,0.9558999999999997,0.08076963999999912,16.0684,17.5409
1956-12-01,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,15.1125,15.8876,16.4559,16.2492,16.0942,15.8876,15.7326,15.8359,16.0684,16.4559,16.3526,16.0684,16.0684,0.23043965030036687,0.9040999999999979,0.5231628899999975,16.7917,17.3084
1957-01-01,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,15.1125,15.8876,16.4559,16.2492,16.0942,15.8876,15.7326,15.8359,16.0684,16.4559,16.3526,16.0684,16.0684,16.7917,0.2899673123340318,1.0850000000000009,1.0844635300000003,17.5409,17.0759
1957-02-01,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,15.1125,15.8876,16.4559,16.2492,16.0942,15.8876,15.7326,15.8359,16.0684,16.4559,16.3526,16.0684,16.0684,16.7917,17.5409,0.4747575776119849,1.0592000000000006,0.6153568900000036,17.3084,16.7917
1957-03-01,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,15.1125,15.8876,16.4559,16.2492,16.0942,15.8876,15.7326,15.8359,16.0684,16.4559,16.3526,16.0684,16.0684,16.7917,17.5409,17.3084,0.5557064870254997,0.9817,0.10811249999999993,17.0759,16.5076
1957-04-01,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,15.1125,15.8876,16.4559,16.2492,16.0942,15.8876,15.7326,15.8359,16.0684,16.4559,16.3526,16.0684,16.0684,16.7917,17.5409,17.3084,17.0759,0.583529793762352,0.9040999999999979,0.13482589000000028,16.7917,16.7142
